id,name,message,story,link,description,created_time,likes,shares,comments
193081554406_10155430859319407,"Geflohen vor Folter und Mord - Schwule Tschetschenen in Russland","Homosexuelle leben in Tschetschenien in Gefahr. Der Sicherheitsdienst verfolgt - und foltert sie teils zu Tode. Golineh Atai hat mit Tschetschenen gesprochen, die sich in Russland verstecken.",,https://www.facebook.com/tagesschau/videos/10155430859319407/,,Wed May 24 16:52:07 CEST 2017,2,1,1
193081554406_10155430867949407,"Wahl-Überprüfung führt zu leichten Veränderungen","Bei der NRW-Wahl hat es Unregelmäßigkeiten gegeben: Die AfD bekam 2204 Stimmen zu wenig zugesprochen. Auswirkung auf die Zusammensetzung des Landtags hat das aber nicht. Auch bei fast allen anderen Parteien gab es fehlerhafte Ergebnisse.",,http://www1.wdr.de/nachrichten/landespolitik/landtagswahl/wahlergebnis-ueberpruefung-100.html,,Wed May 24 15:10:00 CEST 2017,92,23,116
193081554406_10155430608989407,,"Bis zu 300.000 Babys sollen in Spanien von den 1930er bis in die 1990er Jahre gestohlen und verkauft worden sein. Eines von ihnen ist das Kind von Margarita Perez Garcia.",,https://www.facebook.com/tagesschau/videos/10155430608989407/,,Wed May 24 14:37:59 CEST 2017,42,24,28
193081554406_10155430707434407,"Timeline Photos","Hillary Clinton nannte die Gedenkstätte Yad Vashem in Israel ''eine Erinnerung, dass der Holocaust nie vergessen werden darf''. Donald Trump schrieb von ''einer Ehre hier zu sein, mit all meinen Freunden - amazing''.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155430707434407/?type=3,,Wed May 24 13:51:21 CEST 2017,1077,278,453
193081554406_10155430618509407,,"Der Wahlkampf in Großbritannien ist nach dem Anschlag in Manchester vorerst ausgesetzt. Für Theresa May komme das zur rechten Zeit, sagt Annette Dittert. Denn der Konkurrent der Premierministerin hatte zuvor erstmals deutlich aufgeholt.",,https://www.facebook.com/tagesschau/videos/10155430618509407/,,Wed May 24 13:08:43 CEST 2017,36,7,49
193081554406_10155430521284407,"Timeline Photos","Nach dem Anschlag von Manchester: Britische Polizei nimmt drei Verdächtige in einem südlichen Stadtteil fest. Dort war bereits gestern ein Mann festgenommen worden.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155430521284407/?type=3,,Wed May 24 12:32:51 CEST 2017,34,8,34
193081554406_10155430282344407,"Timeline Photos","Noch immer sitzt der deutsch-türkische Korrespondent in Einzelhaft. Er sehe den Umständen entsprechend gut aus, sagen seine Besucher. Yücel soll besonders froh sein, jetzt einmal pro Woche auf den Sportplatz zu dürfen und in den Himmel blicken zu können.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155430282344407/?type=3,,Wed May 24 10:32:02 CEST 2017,144,61,111
193081554406_10155430146399407,"Timeline Photos","Nach dem Anschlag mit 22 Todesopfern gestern setzen die Menschen in Manchester ein Zeichen gegen den Terror.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155430146399407/?type=3,,Wed May 24 10:05:00 CEST 2017,407,30,91
193081554406_10155430014854407,,"In Chemnitz ist ein alter Atombunker aus DDR-Zeiten versteigert worden, der im Kriegsfall wohl die lokale Stasi- und Parteiführung schützen sollte. Nun will ein Ehepaar aus der Türkei darüber eine Fleischlagerhalle bauen.",,https://www.facebook.com/tagesschau/videos/10155430014854407/,,Wed May 24 09:30:00 CEST 2017,81,19,34
193081554406_10155424530679407,"Kommentar Kai Gniffke","Mit der Eskalation der Ukrainekrise begann für uns eine neue Zeitrechnung in Sachen Zuschauer-Feedback. „Ich lasse mich in Hassmails ungerne ‚Heuchler‘ und ‚Hurensohn‘ nennen. Aber seien Sie gewiss: Wir werden auch weiterhin kritisch berichten und etwa die Annexion der Krim eine Annexion nennen“, kommentiert Tagesschau-Chefredakteur Kai Gniffke.",,https://www.facebook.com/tagesschau/videos/10155424530679407/,,Wed May 24 09:00:00 CEST 2017,2035,338,351
193081554406_10155429888769407,"Timeline Photos","Der Ex-Cia-Direktor wurde im Geheimdienstausschuss zu möglichen Russland-Kontakten vor der Wahl befragt. Seine Antwort: ''Russland hat sich dreist eingemischt.''",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155429888769407/?type=3,,Wed May 24 07:43:00 CEST 2017,205,31,70
193081554406_10155429781929407,"Timeline Photos","Bundesaußenminister Gabriel ist zu seinem Antrittsbesuch in Peking eingetroffen. Eines der wichtigsten Themen: Nordkorea.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155429781929407/?type=3,,Wed May 24 06:41:00 CEST 2017,90,6,44
193081554406_10155429689624407,"Manchester, May, critical, announcement, Ankündigung, Terrorwa...","Großbritannien fürchtet weitere Anschläge und erhöht die Terrorwarnstufe. So können nun zum Beispiel leichter Soldaten an strategischen Orten im Land stationiert werden.",,https://www.facebook.com/tagesschau/videos/10155429689624407/,,Wed May 24 06:11:00 CEST 2017,83,24,57
193081554406_10155429653949407,"Wankas Showdown mit der AfD - Karlsruhe verhandelt","''Rote Karte für die AfD'': Hat Wanka mit diesem Slogan auf der Seite ihres Ministeriums die Neutralitätspflicht von Regierungsmitgliedern verletzt?",,http://www.tagesschau.de/inland/neutralitaetspflicht-regierung-101.html,,Wed May 24 05:33:00 CEST 2017,78,12,50
193081554406_10155427796794407,"Trump in Yad Vashem: ''Die dunkelste Stunde der Geschichte''","Der Besuch in der Holocaust-Gedenkstätte Yad Vashem gehört zum Politiker-Pflichtprogramm in Israel. Auch für US-Präsident Trump. Im Gästebuch schrieb er in Großbuchstaben, er werde diesen Besuch nie vergessen.",,http://www.tagesschau.de/ausland/trump-yadvashem-101.html,,Tue May 23 22:22:00 CEST 2017,97,9,63
193081554406_10155428596869407,"ARD-Rechtsredaktion","Impfgegnerin scheitert vor dem Bundesgerichtshof: Der Ex darf die Tochter impfen lassen.","tagesschau shared ARD-Rechtsredaktion's photo.",https://www.facebook.com/ARDRechtsredaktion/photos/a.141022429399300.31284.132922096876000/808799912621545/?type=3,,Tue May 23 21:28:53 CEST 2017,3139,0,150
193081554406_10155428324189407,"tagesschau LIVE","Tagesschau und Brennpunkt: Anschlag in Manchester","tagesschau was live.",https://www.facebook.com/tagesschau/videos/10155428324189407/,,Tue May 23 20:00:19 CEST 2017,226,70,418
193081554406_10155428029164407,"Anschlag in Manchester: Reaktionen im Netz","''Mir fehlen die Worte'', twittert die US-amerikanische Sängerin Ariana Grande nach dem Anschlag in Manchester. Unter #RoomForManchester stellen Privatpersonen und Hotels kostenlos Zimmer zur Verfügung.",,https://www.facebook.com/tagesschau/videos/10155428029164407/,,Tue May 23 19:05:00 CEST 2017,71,13,36
193081554406_10155427955864407,"Timeline Photos","Heute ist Tag des Grundgesetzes. Insgesamt gibt es 19 Grundrechte – wie viele kennen Sie?",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155427955864407/?type=3,,Tue May 23 17:57:54 CEST 2017,1947,354,304
193081554406_10155427694329407,"Nach dem Terroranschlag in Manchester: tagesschau-Sondersendung","Anschlag in Manchester - tagesschau-Sonderausgabe","tagesschau was live.",https://www.facebook.com/tagesschau/videos/10155427694329407/,,Tue May 23 16:04:05 CEST 2017,201,95,454
193081554406_10155427614074407,"Timeline Photos","Der frühere James-Bond-Darsteller ist im Alter von 89 Jahren gestorben.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155427614074407/?type=3,,Tue May 23 15:36:30 CEST 2017,616,977,173
193081554406_10155427351904407,"Timeline Photos","Eine gesetzlich garantierte Rückkehr von Teilzeit- in Vollzeit-Beschäftigung sollte v.a. junge Familien entlasten. Doch ihr Entwurf sei gescheitert, so Arbeitsministerin Nahles. Schuld trage die Union.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155427351904407/?type=3,,Tue May 23 14:10:08 CEST 2017,114,93,156
193081554406_10155427268684407,"AfD-Ostfriesland.de begrüßt Flüchtlinge","Die AfD-Ostfriesland hat versäumt, sich dauerhaft eine Domain zu sichern.",,http://www.ndr.de/nachrichten/niedersachsen/oldenburg_ostfriesland/AfD-Ostfrieslandde-begruesst-Fluechtlinge,afd1148.html,,Tue May 23 13:45:00 CEST 2017,3458,322,224
193081554406_10155427239239407,"Fake News erkennen","Nicht alle Fotos, die gerade von vermissten Kindern aus Manchester geteilt werden, sind echt. Oft lassen sich ''Fakes'' schon mit Hilfe einer umgekehrten Bildersuche entlarven.",,https://www.facebook.com/tagesschau/videos/10155427239239407/,,Tue May 23 13:07:57 CEST 2017,272,79,63
193081554406_10155427097184407,"Timeline Photos","Nach dem Anschlag in Manchester zeigen viele ihre Solidarität.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155427097184407/?type=3,,Tue May 23 12:30:00 CEST 2017,215,25,136
193081554406_10155427096489407,,"''Dahinter steckt nicht die Strategie: 'Jetzt soll es Großbritannien sein, dann das nächste Land.' Es ist ein Terrorismus, wo Täter, wenn sie entschlossen sind, Gelegenheiten suchen.'' (ARD-Terrorismusexperte Georg Mascolo zum Anschlag von Manchester)",,https://www.facebook.com/tagesschau/videos/10155427096489407/,,Tue May 23 12:00:43 CEST 2017,63,24,141
193081554406_10155426945909407,"tagesschau LIVE","Anschlag in Manchester - tagesschau-Sonderausgabe","tagesschau was live.",https://www.facebook.com/tagesschau/videos/10155426945909407/,,Tue May 23 10:42:30 CEST 2017,256,169,553
193081554406_10155426915679407,"Timeline Photos","Die britische Polizei sagt, der Anschlag sei von einem Täter verübt worden, der einen Sprengsatz am Körper trug.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155426915679407/?type=3,,Tue May 23 10:34:03 CEST 2017,53,45,89
193081554406_10155426797179407,"Kommentar: Der Schuldenschnitt ist längst da","''Der Schuldenerlass für Griechenland ist längst Wirklichkeit: Europas Steuerzahler werden allenfalls einen winzigen Bruchteil ihrer Griechenland-Kredite wiedersehen. Die EU ist für Athen längst eine Transferunion geworden.'' (Ralph Sina, ARD-Studio Brüssel)",,http://www.tagesschau.de/ausland/kommentar-griechenland-101.html,,Tue May 23 09:48:53 CEST 2017,119,63,156
193081554406_10155426697769407,"Trump in Israel: Lob aus der Heimat - und neue Probleme","In den USA wird die erste Auslandsreise von Präsident Trump positiv aufgenommen. Auch weil sein Ton zurückhaltend war.",,http://www.tagesschau.de/ausland/trump-israel-119.html,,Tue May 23 09:12:15 CEST 2017,39,3,33
193081554406_10155426492239407,"Timeline Photos","Theresa May zeigt sich bestürzt von dem mutmaßlichen Terroranschlag auf ein Popkonzert in der Manchester Arena.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155426492239407/?type=3,,Tue May 23 07:38:37 CEST 2017,78,21,55
193081554406_10155426364959407,"Timeline Photos","Die Polizei behandelt den Vorfall als Terrorakt. Dies gelte, bis eventuell andere Erkenntnisse vorlägen. Die Ursache für die Explosion ist allerdings noch unklar.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155426364959407/?type=3,,Tue May 23 06:41:04 CEST 2017,97,106,95
193081554406_10155426294424407,"Manchester: Tote bei mutmaßlichem Terroranschlag auf Konzert","Die Polizei geht vorerst von einem Terrorakt aus: Bei einer Explosion am Rande eines Popkonzerts in Manchester hat es mindestens 19 Tote gegeben.",,http://www.tagesschau.de/ausland/manchester-113.html,,Tue May 23 06:07:56 CEST 2017,239,357,162
193081554406_10155424908654407,,"''Da ist jede Menge drin'', sagte SPD-Kanzlerkandidat Martin Schulz den tagesthemen zum heute vorgelegten Entwurf des Wahlprogramms. Mit dem ''besten Programm seit Willy Brandt'' werde er nun gemeinsam mit der Partei um Vertrauen werben.",,https://www.facebook.com/tagesschau/videos/10155424908654407/,,Mon May 22 21:51:56 CEST 2017,511,125,357
193081554406_10155424787629407,,"Für viele ein gruseliges Bild: US-Präsident Trump, Ägyptens Staatschef al-Sisi und der saudische König Salman greifen scheinbar nach der Welt. Der Leuchtglobus erinnert an Requisiten aus Fantasyfilmen - zur Freude vieler Twitter-User.",,https://www.facebook.com/tagesschau/videos/10155424787629407/,,Mon May 22 20:57:36 CEST 2017,279,41,107
193081554406_10155424525539407,"Timeline Photos","Der US-Senat muss womöglich auf einen der wichtigsten Zeugen bei der Aufklärung der Russland-Affäre verzichten. Trumps Ex-Sicherheitsberater Flynn wird US-Medien zufolge nicht aussagen.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155424525539407/?type=3,,Mon May 22 19:23:47 CEST 2017,60,12,76
193081554406_10155424416649407,,"Die Polizei München hat einen international agierenden Einbrecher-Clan ausgehoben. Er soll zeitweise für jeden fünften Einbruch in Deutschland verantwortlich gewesen sein. Von jung bis alt seien alle Angehörigen ins kriminelle Netzwerk eingebunden worden.",,https://www.facebook.com/tagesschau/videos/10155424416649407/,,Mon May 22 19:05:00 CEST 2017,476,63,101
193081554406_10155424320274407,"tagesschau LIVE","Moscheereport: Constantin Schreiber und Imam Said Ahmad Arif haben Ihre Fragen zum Islam beantwortet.","tagesschau was live.",https://www.facebook.com/tagesschau/videos/10155424320274407/,,Mon May 22 18:09:38 CEST 2017,388,122,692
193081554406_10155424213369407,,"Innere Sicherheit und Steuern: Korrespondent Thomas Kreutzmann erklärt, welche Eckpunkte der SPD-Vorstand für das Wahlprogamm zur Bundestagswahl beschlossen hat.",,https://www.facebook.com/tagesschau/videos/10155424213369407/,,Mon May 22 17:38:26 CEST 2017,48,8,65
193081554406_10155423919054407,,"Bewohner von Kabul werden immer wieder Opfer von Terroranschlägen. Jedoch gibt es auch einen Ort der Erholung vor der Stadt. Damit dieser sicher bleibt, muss er allerdings streng bewacht werden.",,https://www.facebook.com/tagesschau/videos/10155423919054407/,,Mon May 22 17:00:00 CEST 2017,271,32,48
193081554406_10155424039689407,"Timeline Photos","Donald Trump: Erster amtierender US-Präsident an der Klagemauer in Jerusalem",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155424039689407/?type=3,,Mon May 22 16:57:34 CEST 2017,627,65,250
193081554406_10155423685034407,"Eine Woche Macron: Der Jupiter unter den Präsidenten","Der Elysée-Palast wählte die Journalisten aus, die Macron auf seiner ersten Auslandsreise begleiten durften. Das sorgt für Irritation.",,http://www.tagesschau.de/ausland/macron-231.html,,Mon May 22 14:48:51 CEST 2017,81,9,35
193081554406_10155423481244407,"Trump reist nach Israel: Ernüchterung statt Euphorie","Dass Trumps Besuch der Holocaust-Gedenkstätte in Jerusalem mit nur 15 Minuten ziemlich knapp ausfallen soll, finden viele Israelis respektlos.",,http://www.tagesschau.de/ausland/israel-trump-103.html,,Mon May 22 13:14:53 CEST 2017,103,21,102
193081554406_10155423378689407,"Timeline Photos","Am 10. Juni eröffnet die documenta 14 in Kassel. Eines der spektakulärsten Kunstwerke: Der Nachbau des griechischen Parthenon-Tempels aus Büchern.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155423378689407/?type=3,,Mon May 22 12:26:26 CEST 2017,3241,423,249
193081554406_10155423159519407,"SPD-Programmvorstellung - Vorstellung heute?","✔️ Es wird heute präsentiert.  ✖️ Es wird heute nicht präsentiert. ✔️ Es wird heute präsentiert. Wirrwarr um die SPD-Wahlprogrammvorstellung.",,http://www.tagesschau.de/inland/spd-255.html,,Mon May 22 10:45:00 CEST 2017,68,10,139
193081554406_10155423073629407,"Timeline Photos","Die ''Krypto-Währung'' hat die 2000-Dollar-Marke geknackt.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155423073629407/?type=3,,Mon May 22 10:10:00 CEST 2017,468,53,284
193081554406_10155423074234407,"Timeline Photos","Energie! US-Präsident Trump hat zusammen mit Staatsoberhäuptern islamischer Staaten ein Anti-Radikalisierungszentrum eröffnet.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155423074234407/?type=3,,Mon May 22 09:41:31 CEST 2017,183,78,222
193081554406_10155422862529407,"Kommentar: 96 Prozent für Erdogan - das macht Hoffnung","Offenbar hat Erdogan noch Gegner in seiner Partei.",,http://www.tagesschau.de/ausland/erdogan-kommentar-101.html,,Mon May 22 08:25:53 CEST 2017,115,20,189
193081554406_10155422692189407,"Timeline Photos","Immer mehr Kinder in Deutschland sind von Hartz IV abhängig. Im Dezember 2015 waren es noch 1,54 Millionen, 2016:",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155422692189407/?type=3,,Mon May 22 07:15:00 CEST 2017,146,387,362
193081554406_10155422620369407,"Nordkorea feiert ''perfekten'' Raketentest","Nordkorea hat den neuesten Raketentest offiziell bestätigt. Machthaber Kim Jong Un bezeichnete die Rakete als ''erfolgreiche strategische Waffe''.",,http://www.tagesschau.de/ausland/nordkorea-rakententest-103.html,,Mon May 22 06:40:00 CEST 2017,56,14,40
193081554406_10155422485404407,"Timeline Photos","🏒❄️🏆 Schweden hat die Alleinherrschaft Kanadas im Eishockey beendet und ist erstmals seit 2013 wieder Weltmeister.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155422485404407/?type=3,,Mon May 22 06:05:00 CEST 2017,1427,29,28
193081554406_10155421682019407,"Timeline Photos","US-Präsident Trump hat in seiner Rede klar gemacht, welchen Stellenwert er Menschenrechtspolitik beimisst, meint unsere Korrespondentin Ina Ruck.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155421682019407/?type=3,,Mon May 22 05:35:00 CEST 2017,164,36,152
193081554406_10155421535424407,"Kommentar: Der US-Präsident gibt sich Mühe","''In der Festung Saudi-Arabien den Iran aufzufordern, den Menschen ein freieres Leben zu ermöglichen, ist geradezu lächerlich'', meint Sabrina Fritz.",,http://www.tagesschau.de/ausland/trump-kommentar-109.html,,Sun May 21 22:47:52 CEST 2017,332,24,85
193081554406_10155421226664407,"Timeline Photos","Mit energischen Worten hat US-Präsident Trump in Riad die islamischen Staaten zu mehr Engagement im Anti-Terror-Kampf aufgerufen.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155421226664407/?type=3,,Sun May 21 20:50:30 CEST 2017,382,41,210
193081554406_10155420741684407,"Timeline Photos","Der türkische Präsident Erdogan ist nach dreijähriger Unterbrechung wieder an die Spitze der regierenden Partei für Gerechtigkeit und Entwicklung (AKP) zurückgekehrt.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155420741684407/?type=3,,Sun May 21 19:25:00 CEST 2017,135,21,267
193081554406_10155420356249407,"Timeline Photos","Rund 58 Prozent stimmten bei einer Volksabstimmung für ein neues Energiegesetz. Demnach sollen künftig keine neuen Kernkraftwerke mehr gebaut werden. Bestehende Meiler sollen nur noch solange am Netz bleiben, wie sie sicher sind.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155420356249407/?type=3,,Sun May 21 18:35:00 CEST 2017,6421,268,108
193081554406_10155420634389407,"hessenschau.de","Wenn der TV-Satiriker Jan Böhmermann „Die Gedanken sind frei“ singt, dann geht es um den in der Türkei inhaftierten deutsch-türkischen Journalisten Deniz Yücel.","tagesschau shared hessenschau.de's video.",https://www.facebook.com/hessenschaude/videos/10154979740159143/,"Gänsehaut bei #FreeDeniz-Lesung am Sonntag im Schauspiel Frankfurt: Jan Böhmermann singt ''Die Gedanken sind frei'' - und hunderte Gäste stimmen ein.",Sun May 21 17:48:41 CEST 2017,4003,0,161
193081554406_10155420438399407,"Timeline Photos","Der VfB Stuttgart und Hannover 96 sind nach einem Jahr zurück in der ersten Fußball-Bundesliga.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155420438399407/?type=3,,Sun May 21 17:20:22 CEST 2017,1192,35,37
193081554406_10155420330719407,"tagesschau LIVE","US-Präsident Trump hält Rede zum Islam. (Hinweis: Originalton)","tagesschau was live.",https://www.facebook.com/tagesschau/videos/10155420330719407/,,Sun May 21 16:18:45 CEST 2017,452,227,1482
193081554406_10155420216019407,"Timeline Photos","Rasanter Anstieg von Cholera im Jemen - In den vergangenen drei Wochen sind mehr als 23.000 neue Verdachtsfälle gemeldet worden, berichtete die WHO. Mindestens 240 Menschen seien gestorben.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155420216019407/?type=3,,Sun May 21 16:05:05 CEST 2017,47,31,38
193081554406_10155420155219407,,"Trotz reicher Ölvorkommen steht Venezuela vor dem wirtschaftlichen Kollaps. Allein in Caracas demonstrierten am 50. Tag der Proteste 160.000 Menschen gegen Präsident Maduro.",,https://www.facebook.com/tagesschau/videos/10155420155219407/,,Sun May 21 15:00:34 CEST 2017,127,34,77
193081554406_10155419981279407,"Timeline Photos","Bei seinen Gesprächen in Riad überschüttet US-Präsident Trump die Führer arabischer Staaten mit Komplimenten. Rüstungsgeschäfte und wenig Worte über Menschenrechte kommen den Gesprächen zugute.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155419981279407/?type=3,,Sun May 21 13:46:16 CEST 2017,182,128,489
193081554406_10155419867919407,,"Die Vereinigten Arabischen Emirate sind das erste Land weltweit mit einem Ministerium für Toleranz. Geführt wird es in dem autoritären Land von einer Frau.",,https://www.facebook.com/tagesschau/videos/10155419867919407/,,Sun May 21 13:25:24 CEST 2017,1316,304,115
193081554406_10155419694139407,"Timeline Photos","Südkoreanischen Medienberichten zufolge wurde ein Geschoss nördlich von Pjöngjang gestartet. Nach Angaben von US-amerikanischen Regierungsvertretern handelte es sich um eine Mittelstreckenrakete.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155419694139407/?type=3,,Sun May 21 12:11:38 CEST 2017,123,34,166
193081554406_10155419531309407,"giphy.com","Gute Stimmung bei Trump: Den Saudis hat er ein gigantisches Sicherheitspaket verkauft. 350 Milliarden Dollar werden diese in den nächsten zehn Jahren dafür ausgeben.",,https://giphy.com/gifs/rFGPhL1FCZMli/html5,,Sun May 21 10:43:15 CEST 2017,374,208,409
193081554406_10155419368304407,"Timeline Photos","Die Frau arbeitete für eine schwedische Hilfsorganisation. Mit ihr starb ein afghanischer Wachmann. Die Täter verschleppten zudem eine Finnin.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155419368304407/?type=3,,Sun May 21 09:28:47 CEST 2017,114,90,171
193081554406_10155417940524407,"Warum sich Falschmeldungen im Netz rasant verbreiten","Warum so viele Menschen auf ''Fake News'' hereinfallen, erklärt Psychologin Catarina Katzer im Interview.",,http://faktenfinder.tagesschau.de/interview-falschmeldungen-101.html,,Sun May 21 08:30:00 CEST 2017,223,101,138
193081554406_10155417933899407,"Timeline Photos","Außer guten Geschäften - was verspricht sich US-Präsident Donald Trump noch von seiner Reise nach Saudi-Arabien?",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155417933899407/?type=3,,Sat May 20 23:55:00 CEST 2017,130,19,151
193081554406_10155417952374407,,"Der wiedergewählte Präsident Rouhani will weiter Reformen vorantreiben. Warum das aber schwierig wird, erklärt unsere Korrespondentin Natalie Amiri.",,https://www.facebook.com/tagesschau/videos/10155417952374407/,,Sat May 20 23:33:10 CEST 2017,108,16,46
193081554406_10155417598609407,,"US-Präsident Trump hat mit Saudi-Arabien ein Mega-Geschäft abgeschlossen, der Waffendeal ist 110 Mrd. US-Dollar schwer. Das macht offenbar gute Laune.",,https://www.facebook.com/tagesschau/videos/10155417598609407/,,Sat May 20 21:27:54 CEST 2017,785,941,819
193081554406_10155417438369407,"Timeline Photos","Gut drei Jahre nach ihrer Entführung durch die Terrormiliz Boko Haram waren etliche Mädchen Anfang des Monats freigelassen worden.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155417438369407/?type=3,,Sat May 20 20:33:09 CEST 2017,1166,51,49
193081554406_10155417077464407,"Timeline Photos","Die G20-Gesundheitsminister haben Antibiotika-Resistenzen den Kampf angesagt.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155417077464407/?type=3,,Sat May 20 19:09:20 CEST 2017,1580,34,81
193081554406_10155416503699407,"Was an den Vorwürfen dran ist, klärt unser #faktenfinder","Geflüchtete werden bei der Tafel in Schwerin und in anderen Städten bevorzugt - dieses Gerücht kursiert derzeit im Netz.",,http://faktenfinder.tagesschau.de/tafeln-mecklenburg-vorpommern-101.html,,Sat May 20 17:55:00 CEST 2017,231,90,211
193081554406_10155416613989407,"Timeline Photos","Der BVB sichert sich die Champions-League-Teilnahme, der VfL rutscht am letzten Spieltag noch auf Tabellenplatz 16.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155416613989407/?type=3,,Sat May 20 17:32:37 CEST 2017,457,12,65
193081554406_10155416537889407,,"10 PRINT ''Wie heißt du?'' 20 INPUT ''...(Bitte Namen eingeben)...'': a$ 30 PRINT ''Hallo '': a$: '', Apple-Mitbegründer Steve Wozniak hat mich damals eigenhändig zusammengelötet.'' 40 END",,https://www.facebook.com/tagesschau/videos/10155416537889407/,,Sat May 20 17:07:50 CEST 2017,296,49,28
193081554406_10155416394209407,"Timeline Photos","Türkische Zeitung ''Sözcü'' druckt: Nichts Einen Tag zuvor sind zwei Mitarbeiter der regierungskritischen Zeitung festgenommen worden.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155416394209407/?type=3,,Sat May 20 16:07:32 CEST 2017,3085,307,120
193081554406_10155416224859407,"Timeline Photos","Weltmeister, Champions-League-Titel, Meisterschaft, DFB-Pokal - die Erfolgsliste von Philipp Lahm ist lang. Gegen Freiburg bestreitet er sein letztes Pflichtspiel für den FC Bayern - und beendet damit eine beeindruckende Profi-Karriere.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155416224859407/?type=3,,Sat May 20 14:49:41 CEST 2017,2628,66,56
193081554406_10155416088619407,"Timeline Photos","Ohne Kopftuch in Saudi-Arabien. 2015 hatte Donald Trump Melanias Vorgängerin Michelle Obama dafür heftig kritisiert.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155416088619407/?type=3,,Sat May 20 13:38:35 CEST 2017,1092,209,319
193081554406_10155415878144407,"Timeline Photos","''Untitled'' von Jean-Michel Basquiat - Fast 30 Jahre nach seinem Tod wurde das Gemälde für die Rekordsumme von 110,5 Millionen Dollar versteigert.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155415878144407/?type=3,,Sat May 20 12:45:00 CEST 2017,145,19,75
193081554406_10155415811844407,,"Trump in Riad: Es geht um eine Art arabische NATO und um einen großen Waffendeal. Gelingt ihm der diplomatische Balanceakt oder holt ihn das Washingtoner Chaos ein? USA-Korrespondentin Ina Ruck ist bei der #TrumpTour",,https://www.facebook.com/tagesschau/videos/10155415811844407/,,Sat May 20 11:50:11 CEST 2017,115,16,65
193081554406_10155415663284407,"Timeline Photos","Es war die erste Wahl eines Staatsoberhauptes im Iran seit der Einigung auf ein Atomabkommen mit den Weltmächten im Jahr 2015. Wegen des großen Andrangs wurden die Öffnungszeiten an den mehr als 63.000 Wahllokalen mehrmals verlängert.",,https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10155415663284407/?type=3,,Sat May 20 10:14:17 CEST 2017,1083,53,86
193081554406_10155415651034407,"Unwetter: Entgleister Zug, abgesagte Flüge","Hitze, Blitze und Regen - das Wetter hat in einigen Teilen Deutschlands für Großeinsätze von Polizei und Feuerwehr gesorgt. Am Hamburger Flughafen mussten Hunderte Passagiere auf Feldbetten übernachten, in Thüringen entgleiste ein Regionalzug.",,http://www.tagesschau.de/inland/norddeutschland-unwetter-101.html,,Sat May 20 10:07:03 CEST 2017,61,26,9
